Module,Category,Name,Type,Value/API Name,Access/Notes
"Campaigns","Field","Record Id","bigint","id","System (Read Only)"
"Campaigns","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"Campaigns","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Campaigns","Layout","Standard","Layout","7019370000000091019","Visible to Profiles"
"Vendors","Field","Vendor Name","text","Vendor_Name","Administrator (CEO); Standard"
"Vendors","Field","Phone","phone","Phone","Administrator (CEO); Standard"
"Vendors","Field","Email","email","Email","Administrator (CEO); Standard"
"Vendors","Field","Website","website","Website","Administrator (CEO); Standard"
"Vendors","Field","GL Account","picklist","GL_Account","Administrator (CEO); Standard"
"Vendors","Field","Category","text","Category","Administrator (CEO); Standard"
"Vendors","Field","Vendor Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"Vendors","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Vendors","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Vendors","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Vendors","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Vendors","Field","Street","text","Street","Administrator (CEO); Standard"
"Vendors","Field","City","text","City","Administrator (CEO); Standard"
"Vendors","Field","State","text","State","Administrator (CEO); Standard"
"Vendors","Field","Zip Code","text","Zip_Code","Administrator (CEO); Standard"
"Vendors","Field","Country","text","Country","Administrator (CEO); Standard"
"Vendors","Field","Description","textarea","Description","Administrator (CEO); Standard"
"Vendors","Field","Tag","text","Tag","Administrator (CEO); Standard"
"Vendors","Field","Vendor Image","profileimage","Record_Image","Administrator (CEO); Standard"
"Vendors","Field","Record Id","bigint","id","System (Read Only)"
"Vendors","Field","Locked","boolean","Locked__s","System (Read Only)"
"Vendors","Field","Email Opt Out","boolean","Email_Opt_Out","Administrator (CEO); Standard"
"Vendors","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"Vendors","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"Vendors","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"Vendors","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Vendors","Layout","Standard","Layout","7019370000000091015","Visible to Profiles"
"PriceBooks","Field","Price Book Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"PriceBooks","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"PriceBooks","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"PriceBooks","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"PriceBooks","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"PriceBooks","Field","Price Book Name","text","Price_Book_Name","Administrator (CEO); Standard"
"PriceBooks","Field","Active","boolean","Active","Administrator (CEO); Standard"
"PriceBooks","Field","Description","textarea","Description","Administrator (CEO); Standard"
"PriceBooks","Field","Pricing Model","picklist","Pricing_Model","Administrator (CEO); Standard"
"PriceBooks","Field","Pricing Details","text","Pricing_Details","Administrator (CEO); Standard"
"PriceBooks","Field","Tag","text","Tag","Administrator (CEO); Standard"
"PriceBooks","Field","Record Id","bigint","id","System (Read Only)"
"PriceBooks","Field","Locked","boolean","Locked__s","System (Read Only)"
"PriceBooks","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"PriceBooks","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"PriceBooks","Layout","Standard","Layout","7019370000000091013","Visible to Profiles"
"Cases","Field","Case Number","autonumber","Case_Number","System (Read Only)"
"Cases","Field","Case Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"Cases","Field","Status","picklist","Status","Administrator (CEO); Standard"
"Cases","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"Cases","Field","Priority","picklist","Priority","Administrator (CEO); Standard"
"Cases","Field","Type","picklist","Type","Administrator (CEO); Standard"
"Cases","Field","Case Reason","picklist","Case_Reason","Administrator (CEO); Standard"
"Cases","Field","Case Origin","picklist","Case_Origin","Administrator (CEO); Standard"
"Cases","Field","Subject","text","Subject","Administrator (CEO); Standard"
"Cases","Field","Related To","lookup","Related_To","Administrator (CEO); Standard"
"Cases","Field","No. of comments","integer","No_of_comments","System (Read Only)"
"Cases","Field","Reported By","text","Reported_By","Administrator (CEO); Standard"
"Cases","Field","Email","email","Email","Administrator (CEO); Standard"
"Cases","Field","Phone","phone","Phone","Administrator (CEO); Standard"
"Cases","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Cases","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Cases","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Cases","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Cases","Field","Description","textarea","Description","Administrator (CEO); Standard"
"Cases","Field","Internal Comments","textarea","Internal_Comments","Administrator (CEO); Standard"
"Cases","Field","Solution","textarea","Solution","Administrator (CEO); Standard"
"Cases","Field","Add Comment","textarea","Add_Comment","Administrator (CEO); Standard"
"Cases","Field","Comments","text","Comments","System (Read Only)"
"Cases","Field","Account Name","lookup","Account_Name","Administrator (CEO); Standard"
"Cases","Field","Opportunity Name","lookup","Deal_Name","Administrator (CEO); Standard"
"Cases","Field","Tag","text","Tag","Administrator (CEO); Standard"
"Cases","Field","Record Id","bigint","id","System (Read Only)"
"Cases","Field","Locked","boolean","Locked__s","System (Read Only)"
"Cases","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"Cases","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Cases","Layout","Standard","Layout","7019370000000091027","Visible to Profiles"
"Solutions","Field","Solution Number","autonumber","Solution_Number","System (Read Only)"
"Solutions","Field","Solution Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"Solutions","Field","Solution Title","text","Solution_Title","Administrator (CEO); Standard"
"Solutions","Field","Published","boolean","Published","Administrator (CEO); Standard"
"Solutions","Field","Status","picklist","Status","Administrator (CEO); Standard"
"Solutions","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"Solutions","Field","No. of comments","integer","No_of_comments","System (Read Only)"
"Solutions","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Solutions","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Solutions","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Solutions","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Solutions","Field","Question","textarea","Question","Administrator (CEO); Standard"
"Solutions","Field","Answer","textarea","Answer","Administrator (CEO); Standard"
"Solutions","Field","Add Comment","textarea","Add_Comment","Administrator (CEO); Standard"
"Solutions","Field","Comments","text","Comments","System (Read Only)"
"Solutions","Field","Tag","text","Tag","Administrator (CEO); Standard"
"Solutions","Field","Record Id","bigint","id","System (Read Only)"
"Solutions","Field","Locked","boolean","Locked__s","System (Read Only)"
"Solutions","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"Solutions","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Solutions","Layout","Standard","Layout","7019370000000091011","Visible to Profiles"
"Forecasts","Field","Year","integer","Year","Administrator (CEO); Standard"
"Forecasts","Field","Quarter","integer","Quarter","Administrator (CEO); Standard"
"Forecasts","Field","Forecast Name","text","Forecast_Name","Administrator (CEO); Standard"
"Forecasts","Field","Forecast Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"Forecasts","Field","Start Date","date","Start_Date","Administrator (CEO); Standard"
"Forecasts","Field","End Date","date","End_Date","Administrator (CEO); Standard"
"Forecasts","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Forecasts","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Forecasts","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Forecasts","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Forecasts","Field","Last Computed Time","datetime","Last_Computed_Time","Administrator (CEO); Standard"
"Forecasts","Field","Record Id","bigint","id","System (Read Only)"
"Forecasts","Field","Period Name","lookup","Period_Name","Administrator (CEO); Standard"
"Forecasts","Field","Forecast Group Name","lookup","Group_Id","Administrator (CEO); Standard"
"Forecasts","Field","Is Archived","boolean","Is_Archived","System (Read Only)"
"Forecasts","Field","Forecast Locked","boolean","Forecast_Locked__s","Administrator (CEO); Standard"
"Forecasts","Field","Forecast Locked By","userlookup","Forecast_Locked_By__s","Administrator (CEO); Standard"
"Forecasts","Field","Forecast Locked Time","datetime","Forecast_Locked_Time__s","Administrator (CEO); Standard"
"Forecasts","Layout","Standard","Layout","7019370000000091039","Hidden"
"Visits","Field","Page Visited","text","Visited_Page","Administrator (CEO); Standard"
"Visits","Field","Visited By","multi_module_lookup","Visited_By","Administrator (CEO); Standard"
"Visits","Field","IP Address","text","IP_Address","Administrator (CEO); Standard"
"Visits","Field","Time Spent (Minutes)","double","Time_Spent","Administrator (CEO); Standard"
"Visits","Field","Referrer","website","Referrer","Administrator (CEO); Standard"
"Visits","Field","Visited Page URL","website","Visited_Page_URL","Administrator (CEO); Standard"
"Visits","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Visits","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Visits","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Visits","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Visits","Field","Attended By","text","Attended_By","Administrator (CEO); Standard"
"Visits","Field","User Details","text","User_Agent","Administrator (CEO); Standard"
"Visits","Field","Browser","picklist","Browser","Administrator (CEO); Standard"
"Visits","Field","Time Visited","datetime","Visited_Time","Administrator (CEO); Standard"
"Visits","Field","Visitor Type","text","Visitor_Type","Administrator (CEO); Standard"
"Visits","Field","Revenue","currency","Revenue","Administrator (CEO); Standard"
"Visits","Field","Number of Pages","integer","No_of_Pages","Administrator (CEO); Standard"
"Visits","Field","Portal Name","text","Portal_Name","Administrator (CEO); Standard"
"Visits","Field","Record Id","bigint","id","Administrator (CEO); Standard"
"Visits","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"Visits","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Visits","Field","Search Keyword","text","Search_Keyword","Administrator (CEO); Standard"
"Visits","Field","Search Engine","picklist","Search_Engine","Administrator (CEO); Standard"
"Visits","Field","Operating System","picklist","Operating_System","Administrator (CEO); Standard"
"Visits","Field","Gclid","text","Gclid","Administrator (CEO); Standard"
"Visits","Field","Keyword","text","Keyword","Administrator (CEO); Standard"
"Visits","Field","Click Type","picklist","Click_Type","Administrator (CEO); Standard"
"Visits","Field","Device type","picklist","Device_type","Administrator (CEO); Standard"
"Visits","Field","Ad Network","picklist","Ad_Network","Administrator (CEO); Standard"
"Visits","Field","Search Partner Network","picklist","Search_Partner_Network","Administrator (CEO); Standard"
"Visits","Field","Ad Campaign Name","text","Ad_Campaign_Name","Administrator (CEO); Standard"
"Visits","Field","AdGroup Name","text","AdGroup_Name","Administrator (CEO); Standard"
"Visits","Field","Ad","text","Ad","Administrator (CEO); Standard"
"Visits","Field","Ad Click Date","date","Ad_Click_Date","Administrator (CEO); Standard"
"Visits","Field","Visit Source","picklist","Visit_Source","Administrator (CEO); Standard"
"Visits","Layout","Standard","Layout","7019370000000091001","Visible to Profiles"
"QuotedItems","Field","S.NO","bigint","Sequence_Number","Administrator (CEO); Standard"
"QuotedItems","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"QuotedItems","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"QuotedItems","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"QuotedItems","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"QuotedItems","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"QuotedItems","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"QuotedItems","Field","Price Book","lookup","Price_Book_Name","Administrator (CEO); Standard"
"QuotedItems","Field","List Price","currency","List_Price","Administrator (CEO); Standard"
"QuotedItems","Field","Matt Size / CM","text","Size_CM","Administrator (CEO); Standard"
"QuotedItems","Field","Linen Size / CM","text","Linen_Size_CM","Administrator (CEO); Standard"
"QuotedItems","Field","% Discount 1","percent","Discount_1","Administrator (CEO); Standard"
"QuotedItems","Field","% Discount 2","percent","Discount_2","Administrator (CEO); Standard"
"QuotedItems","Field","Total Price","formula","Total_Price","System (Read Only)"
"QuotedItems","Field","Final Price After All Disc","formula","Final_Price_After_All_Disc","System (Read Only)"
"QuotedItems","Field","Kode Kain","text","Kode_Kain","Administrator (CEO); Standard"
"QuotedItems","Field","MUF","double","MUF","Administrator (CEO); Standard"
"QuotedItems","Field","COGS","integer","COGS","Administrator (CEO); Standard"
"QuotedItems","Field","BOM","text","BOM","Administrator (CEO); Standard"
"QuotedItems","Field","Price","formula","Price","System (Read Only)"
"QuotedItems","Field","Total MUF","formula","Total_MUF","System (Read Only)"
"QuotedItems","Field","Net Income","formula","Net_Income","System (Read Only)"
"QuotedItems","Field","% GPR","formula","GPR","System (Read Only)"
"QuotedItems","Field","Total COGS","formula","Total_COGS","System (Read Only)"
"QuotedItems","Field","Total Net Income","formula","Total_Net_Income","System (Read Only)"
"QuotedItems","Field","Total Net Sales","formula","Total_Net_Sales","System (Read Only)"
"QuotedItems","Field","% GPR 2","formula","GPR_2","System (Read Only)"
"QuotedItems","Layout","Bed and Linen","Layout","7019370000000233418","Visible to Profiles"
"QuotedItems","Layout","Layaout Gabungan","Layout","7019370000000852369","Visible to Profiles"
"QuotedItems","Layout","Linen","Layout","7019370000000851570","Visible to Profiles"
"DealHistory","Field","Opportunity Name","lookup","Potential_Name","Administrator (CEO); Standard"
"DealHistory","Field","Stage","picklist","Stage","Administrator (CEO); Standard"
"DealHistory","Field","Stage Duration (Calendar Days)","integer","Stage_Duration_Calendar_Days","Administrator (CEO); Standard"
"DealHistory","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"DealHistory","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"DealHistory","Field","Amount","currency","Amount","Administrator (CEO); Standard"
"DealHistory","Field","Probability (%)","integer","Probability","Administrator (CEO); Standard"
"DealHistory","Field","Expected Revenue","currency","Expected_Revenue","System (Read Only)"
"DealHistory","Field","Closing Date","date","Closing_Date","Administrator (CEO); Standard"
"DealHistory","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"DealHistory","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"DealHistory","Field","Record Id","bigint","id","System (Read Only)"
"DealHistory","Field","Last Activity Time","datetime","Last_Activity_Time","System (Read Only)"
"DealHistory","Field","Moved To","picklist","Moved_To__s","System (Read Only)"
"DealHistory","Layout","Standard","Layout","7019370000000174003","Visible to Profiles"
"EmailSentiment","Field","Positive","integer","Positive","Administrator (CEO); Standard"
"EmailSentiment","Field","Negative","integer","Negative","Administrator (CEO); Standard"
"EmailSentiment","Field","Neutral","integer","Neutral","Administrator (CEO); Standard"
"EmailSentiment","Field","Received Date","datetime","Received_Date","Administrator (CEO); Standard"
"EmailSentiment","Field","Seid","lookup","Seid","Administrator (CEO); Standard"
"EmailSentiment","Field","User","ownerlookup","User","System (Read Only)"
"EmailSentiment","Field","Module","module","Module","Administrator (CEO); Standard"
"EmailSentiment","Field","Email","email","Email","Administrator (CEO); Standard"
"OrderedItems","Field","S.NO","bigint","Sequence_Number","Administrator (CEO); Standard"
"OrderedItems","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"OrderedItems","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"OrderedItems","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"OrderedItems","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"OrderedItems","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"OrderedItems","Field","Description","textarea","Description","Administrator (CEO); Standard"
"OrderedItems","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"OrderedItems","Field","Price Book","lookup","Price_Book_Name","Administrator (CEO); Standard"
"OrderedItems","Field","List Price","currency","List_Price","Administrator (CEO); Standard"
"OrderedItems","Field","Amount","formula","Total","System (Read Only)"
"OrderedItems","Field","Discount","currency","Discount","Administrator (CEO); Standard"
"OrderedItems","Field","Total After Discount","formula","Total_After_Discount","System (Read Only)"
"OrderedItems","Field","Tax","currency","Tax","Administrator (CEO); Standard"
"OrderedItems","Field","Total","formula","Net_Total","System (Read Only)"
"OrderedItems","Field","Tax by Percentage","linetax","Line_Tax","Administrator (CEO); Standard"
"OrderedItems","Layout","Standard","Layout","7019370000000233836","Visible to Profiles"
"OrderedItems","Layout","Test SO Lay1","Layout","7019370000000754222","Visible to Profiles"
"Email Analytics","Field","User","ownerlookup","User","System (Read Only)"
"Email Analytics","Field","Mail Source","picklist","Mail_Source","Administrator (CEO); Standard"
"Email Analytics","Field","Entity Source","module","Entity_Source","Administrator (CEO); Standard"
"Email Analytics","Field","Date","datetime","Date","Administrator (CEO); Standard"
"Email Analytics","Field","Sent","integer","Sent","Administrator (CEO); Standard"
"Email Analytics","Field","Bounced","integer","Bounced","Administrator (CEO); Standard"
"Email Analytics","Field","Tracked","integer","Tracked","Administrator (CEO); Standard"
"Email Analytics","Field","Bounced Among Tracked","integer","Bounced_Among_Tracked","Administrator (CEO); Standard"
"Email Analytics","Field","Opened","integer","Opened","Administrator (CEO); Standard"
"Email Analytics","Field","Clicked","integer","Clicked","Administrator (CEO); Standard"
"Email Analytics","Field","Replied","integer","Replied","Administrator (CEO); Standard"
"Email Analytics","Field","Received","integer","Received","Administrator (CEO); Standard"
"Email Analytics","Field","Responded","integer","Responded","Administrator (CEO); Standard"
"Email Analytics","Field","Amount","currency","Amount","Administrator (CEO); Standard"
"Email Analytics","Field","Dialled Attended","integer","Dialled_Attended","Administrator (CEO); Standard"
"Email Analytics","Field","Dialled UnAttended","integer","Dialled_UnAttended","Administrator (CEO); Standard"
"Email Analytics","Field","Call Received","integer","Call_Received","Administrator (CEO); Standard"
"Email Analytics","Field","Call Missed","integer","Call_Missed","Administrator (CEO); Standard"
"Email Analytics","Field","Total Call Duration","integer","Total_Call_Duration","Administrator (CEO); Standard"
"Email Analytics","Field","Events","integer","Events_Created","Administrator (CEO); Standard"
"Email Analytics","Field","Event Duration","integer","Event_Duration","Administrator (CEO); Standard"
"Email Analytics","Field","Checkins","integer","Checkins","Administrator (CEO); Standard"
"Email Analytics","Field","Task Completed","integer","Task_Completed","Administrator (CEO); Standard"
"Email Analytics","Field","Record Id","bigint","id","System (Read Only)"
"Email Template Analytics","Field","User","ownerlookup","User","System (Read Only)"
"Email Template Analytics","Field","Template Name","lookup","Template_Name","Administrator (CEO); Standard"
"Email Template Analytics","Field","Mail Source","picklist","Mail_Source","Administrator (CEO); Standard"
"Email Template Analytics","Field","Entity Source","module","Entity_Source","Administrator (CEO); Standard"
"Email Template Analytics","Field","Date","datetime","Date","Administrator (CEO); Standard"
"Email Template Analytics","Field","Sent","integer","Sent","Administrator (CEO); Standard"
"Email Template Analytics","Field","Bounced","integer","Bounced","Administrator (CEO); Standard"
"Email Template Analytics","Field","Tracked","integer","Tracked","Administrator (CEO); Standard"
"Email Template Analytics","Field","Bounced Among Tracked","integer","Bounced_Among_Tracked","Administrator (CEO); Standard"
"Email Template Analytics","Field","Opened","integer","Opened","Administrator (CEO); Standard"
"Email Template Analytics","Field","Clicked","integer","Clicked","Administrator (CEO); Standard"
"Email Template Analytics","Field","Replied","integer","Replied","Administrator (CEO); Standard"
"Email Template Analytics","Field","Received","integer","Received","Administrator (CEO); Standard"
"Email Template Analytics","Field","Record Id","bigint","id","System (Read Only)"
"PurchaseItems","Field","S.NO","bigint","Sequence_Number","Administrator (CEO); Standard"
"PurchaseItems","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"PurchaseItems","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"PurchaseItems","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"PurchaseItems","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"PurchaseItems","Field","Description","textarea","Description","Administrator (CEO); Standard"
"PurchaseItems","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"PurchaseItems","Field","Price Book","lookup","Price_Book_Name","Administrator (CEO); Standard"
"PurchaseItems","Field","List Price","currency","List_Price","Administrator (CEO); Standard"
"PurchaseItems","Field","Amount","formula","Total","System (Read Only)"
"PurchaseItems","Field","Discount","currency","Discount","Administrator (CEO); Standard"
"PurchaseItems","Field","Total After Discount","formula","Total_After_Discount","System (Read Only)"
"PurchaseItems","Field","Tax","currency","Tax","Administrator (CEO); Standard"
"PurchaseItems","Field","Total","formula","Net_Total","System (Read Only)"
"PurchaseItems","Field","Tax by Percentage","linetax","Line_Tax","Administrator (CEO); Standard"
"PurchaseItems","Layout","Standard","Layout","7019370000000234254","Visible to Profiles"
"LinkingModule4","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule4","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule4","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"LinkingModule4","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"LinkingModule4","Layout","DAP - Product","Layout","7019370000000681243","Visible to Profiles"
"LinkingModule4","Layout","Standard","Layout","7019370000000681238","Visible to Profiles"
"LinkingModule5","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule5","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule5","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"LinkingModule5","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"LinkingModule5","Layout","DAP - Product","Layout","7019370000000684035","Visible to Profiles"
"LinkingModule5","Layout","Standard","Layout","7019370000000684030","Visible to Profiles"
"LinkingModule1","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule1","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule1","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"LinkingModule1","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"LinkingModule1","Field","Costing","currency","Costing","Administrator (CEO); Standard"
"LinkingModule1","Field","Item","lookup","Item","Administrator (CEO); Standard"
"LinkingModule1","Field","Size (cm)","text","Size_cm","Administrator (CEO); Standard"
"LinkingModule1","Field","Qty","integer","Qty","Administrator (CEO); Standard"
"LinkingModule1","Field","Price list","formula","Price_list","System (Read Only)"
"LinkingModule1","Field","Nett Price","formula","Nett_Price","System (Read Only)"
"LinkingModule1","Field","T. Net Price","formula","T_Net_Price","System (Read Only)"
"LinkingModule1","Field","T. Costing","formula","T_Costing","System (Read Only)"
"LinkingModule1","Field","G.P.R","formula","G_P_R","System (Read Only)"
"LinkingModule1","Field","Harga + PPN","formula","Harga_PPN","System (Read Only)"
"LinkingModule1","Field","Item Material","text","Item_Material","Administrator (CEO); Standard"
"LinkingModule1","Field","FOH Produksi","integer","FOH_Produksi","Administrator (CEO); Standard"
"LinkingModule1","Field","Upah Tambahan","integer","Upah_Tambahan","Administrator (CEO); Standard"
"LinkingModule1","Field","No Materiall","integer","No_Materiall","Administrator (CEO); Standard"
"LinkingModule1","Field","Quantity","integer","Quantity","Administrator (CEO); Standard"
"LinkingModule1","Field","Harga","currency","Harga","Administrator (CEO); Standard"
"LinkingModule1","Field","Satuan","picklist","Satuan","Administrator (CEO); Standard"
"LinkingModule1","Field","Jumlah","formula","Jumlah","System (Read Only)"
"LinkingModule1","Field","Subtotal","formula","Subtotal","System (Read Only)"
"LinkingModule1","Field","Hilang Dalam Proses","formula","Hilang_Dalam_Proses","System (Read Only)"
"LinkingModule1","Field","Total","formula","Total","System (Read Only)"
"LinkingModule1","Layout","GPR BOM BEDDING","Layout","7019370000000745267","Visible to Profiles"
"LinkingModule1","Layout","GPR BOM EXL TOB","Layout","7019370000000752997","Visible to Profiles"
"LinkingModule1","Layout","GPR BOM MATTRAS","Layout","7019370000000737281","Visible to Profiles"
"LinkingModule7","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule7","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule7","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"LinkingModule7","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"LinkingModule7","Field","MUF","double","MUF","Administrator (CEO); Standard"
"LinkingModule7","Field","COGS","currency","COGS","Administrator (CEO); Standard"
"LinkingModule7","Field","Items","lookup","Items","Administrator (CEO); Standard"
"LinkingModule7","Field","Matt Size (cm)","text","Matt_Size_cm","Administrator (CEO); Standard"
"LinkingModule7","Field","Size (cm)","text","Size_cm","Administrator (CEO); Standard"
"LinkingModule7","Field","BOM","text","BOM","Administrator (CEO); Standard"
"LinkingModule7","Field","Kode Kain","integer","Kode_Kain","Administrator (CEO); Standard"
"LinkingModule7","Field","Price","formula","Price","System (Read Only)"
"LinkingModule7","Field","Price After Discount","formula","Price_After_Discount","System (Read Only)"
"LinkingModule7","Field","Net Income 1","formula","Net_Income_1","System (Read Only)"
"LinkingModule7","Field","Quantity","integer","Quantity","Administrator (CEO); Standard"
"LinkingModule7","Field","GPR","formula","GPR","System (Read Only)"
"LinkingModule7","Field","Total Net Sales","formula","Total_Net_Sales","System (Read Only)"
"LinkingModule7","Field","Total COGS","formula","Total_COGS","System (Read Only)"
"LinkingModule7","Field","Kode Kain1","text","Kode_Kain1","Administrator (CEO); Standard"
"LinkingModule7","Field","Total Net Income","formula","Total_Net_Income","System (Read Only)"
"LinkingModule7","Field","GPR Percentage","formula","GPR_Percentage","System (Read Only)"
"LinkingModule7","Field","Total MUF","formula","Total_MUF","System (Read Only)"
"LinkingModule7","Field","Color Coding","picklist","Color_Coding","Administrator (CEO); Standard"
"LinkingModule7","Layout","GPR BOM BEDDING","Layout","7019370000000746639","Visible to Profiles"
"LinkingModule7","Layout","GPR BOM EXL TOB","Layout","7019370000000752999","Visible to Profiles"
"LinkingModule7","Layout","GPR BOM MATTRAS","Layout","7019370000000746634","Visible to Profiles"
"LinkingModule2","Field","S.NO","bigint","LinkingModule2_Serial_Number","Administrator (CEO); Standard"
"LinkingModule2","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule2","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule2","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"LinkingModule2","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"LinkingModule2","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"LinkingModule2","Field","Size / CM","text","Size_CM","Administrator (CEO); Standard"
"LinkingModule2","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"LinkingModule2","Field","% Discount 2","percent","Discount_2","Administrator (CEO); Standard"
"LinkingModule2","Field","% Discount 1","percent","Discount_1","Administrator (CEO); Standard"
"LinkingModule2","Field","Final Price After All Disc","formula","Final_Price_After_All_Disc","System (Read Only)"
"LinkingModule2","Field","Total Price","formula","Total_Price","System (Read Only)"
"LinkingModule2","Field","List Price","currency","Unit_Price_1","Administrator (CEO); Standard"
"LinkingModule2","Layout","Bed and Linen","Layout","7019370000000763323","Visible to Profiles"
"LinkingModule2","Layout","Layaout Gabungan","Layout","7019370000000852371","Visible to Profiles"
"LinkingModule2","Layout","Linen","Layout","7019370000000851572","Visible to Profiles"
"CustomModule5","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
