Module,Category,Name,Type,Value/API Name,Access/Notes
"CustomModule5","Field","Twilio Template Name","text","Name","Administrator (CEO); Standard"
"CustomModule5","Field","Twilio Template Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule5","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule5","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule5","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule5","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule5","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule5","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"CustomModule5","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"CustomModule5","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule5","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule5","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule5","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule5","Field","Twilio Template Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule5","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule5","Field","Message","textarea","whatsappforzohocrm0__Message","Administrator (CEO); Standard"
"CustomModule5","Field","Module Name","picklist","whatsappforzohocrm0__Module_Name","Administrator (CEO); Standard"
"CustomModule5","Field","Approved by WhatsApp","boolean","whatsappforzohocrm0__Approved_by_WhatsApp","Administrator (CEO); Standard"
"CustomModule5","Field","Twilio Number","phone","whatsappforzohocrm0__Twilio_Number","Administrator (CEO); Standard"
"CustomModule5","Layout","Standard","Layout","7019370000000937932","Visible to Profiles"
"CustomModule6","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule6","Field","Message Id","text","Name","Administrator (CEO); Standard"
"CustomModule6","Field","Twilio History Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule6","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule6","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule6","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule6","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule6","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule6","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"CustomModule6","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"CustomModule6","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule6","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule6","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule6","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule6","Field","Twilio History Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule6","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule6","Field","Message","textarea","whatsappforzohocrm0__Message","Administrator (CEO); Standard"
"CustomModule6","Field","Lead","lookup","whatsappforzohocrm0__Lead","Administrator (CEO); Standard"
"CustomModule6","Field","Contact","lookup","whatsappforzohocrm0__Contact","Administrator (CEO); Standard"
"CustomModule6","Field","To","phone","whatsappforzohocrm0__Recipient_Phone","Administrator (CEO); Standard"
"CustomModule6","Field","Direction","text","whatsappforzohocrm0__Direction","Administrator (CEO); Standard"
"CustomModule6","Field","Status","text","whatsappforzohocrm0__Status","Administrator (CEO); Standard"
"CustomModule6","Field","Channel","text","whatsappforzohocrm0__Channel","Administrator (CEO); Standard"
"CustomModule6","Field","Deal","lookup","whatsappforzohocrm0__Deal","Administrator (CEO); Standard"
"CustomModule6","Field","Account","lookup","whatsappforzohocrm0__Account","Administrator (CEO); Standard"
"CustomModule6","Field","Sender","text","whatsappforzohocrm0__Froms","Administrator (CEO); Standard"
"CustomModule6","Layout","Standard","Layout","7019370000000939191","Visible to Profiles"
"CustomModule7","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule7","Field","Twilio Message Name","text","Name","Administrator (CEO); Standard"
"CustomModule7","Field","Twilio Message Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule7","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule7","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule7","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule7","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule7","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule7","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"CustomModule7","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"CustomModule7","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule7","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule7","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule7","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule7","Field","Twilio Message Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule7","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule7","Field","Message","textarea","whatsappforzohocrm0__Message","Administrator (CEO); Standard"
"CustomModule7","Field","Customer Number","phone","whatsappforzohocrm0__Customer_Number","Administrator (CEO); Standard"
"CustomModule7","Field","From","text","whatsappforzohocrm0__From","Administrator (CEO); Standard"
"CustomModule7","Field","Direction","text","whatsappforzohocrm0__Direction","Administrator (CEO); Standard"
"CustomModule7","Field","Status","text","whatsappforzohocrm0__Status","Administrator (CEO); Standard"
"CustomModule7","Field","Channel","text","whatsappforzohocrm0__Channel","Administrator (CEO); Standard"
"CustomModule7","Field","Lead","lookup","whatsappforzohocrm0__Lead","Administrator (CEO); Standard"
"CustomModule7","Field","Deal","lookup","whatsappforzohocrm0__Deal","Administrator (CEO); Standard"
"CustomModule7","Field","Contact","lookup","whatsappforzohocrm0__Contact","Administrator (CEO); Standard"
"CustomModule7","Field","Account_ID","lookup","whatsappforzohocrm0__Account","Administrator (CEO); Standard"
"CustomModule7","Field","External ID","text","whatsappforzohocrm0__External_ID","Administrator (CEO); Standard"
"CustomModule7","Layout","Standard","Layout","7019370000000940456","Visible to Profiles"
"InvoicedItems","Field","S.NO","bigint","Sequence_Number","Administrator (CEO); Standard"
"InvoicedItems","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"InvoicedItems","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"InvoicedItems","Field","Parent ID","lookup","Parent_Id","System (Read Only)"
"InvoicedItems","Field","Product Name","lookup","Product_Name","Administrator (CEO); Standard"
"InvoicedItems","Field","Description","textarea","Description","Administrator (CEO); Standard"
"InvoicedItems","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"InvoicedItems","Field","Price Book","lookup","Price_Book_Name","Administrator (CEO); Standard"
"InvoicedItems","Field","List Price","currency","List_Price","Administrator (CEO); Standard"
"InvoicedItems","Field","Amount","formula","Total","System (Read Only)"
"InvoicedItems","Field","Discount","currency","Discount","Administrator (CEO); Standard"
"InvoicedItems","Field","Total After Discount","formula","Total_After_Discount","System (Read Only)"
"InvoicedItems","Field","Tax","currency","Tax","Administrator (CEO); Standard"
"InvoicedItems","Field","Total","formula","Net_Total","System (Read Only)"
"InvoicedItems","Field","Tax by Percentage","linetax","Line_Tax","Administrator (CEO); Standard"
"InvoicedItems","Layout","Standard","Layout","7019370000000234672","Visible to Profiles"
"Notes","Field","Note Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"Notes","Field","Note Title","text","Note_Title","Administrator (CEO); Standard"
"Notes","Field","Note Content","text","Note_Content","Administrator (CEO); Standard"
"Notes","Field","Parent ID","multi_module_lookup","Parent_Id","Administrator (CEO); Standard"
"Notes","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Notes","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Notes","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Notes","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Notes","Field","Record Id","bigint","id","System (Read Only)"
"Notes","Field","Associated_Id","bigint","Associated_Id__s","Administrator (CEO); Standard"
"Notes","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Notes","Layout","Standard","Layout","7019370000000091059","Hidden"
"Attachments","Field","Attachment Owner","ownerlookup","Owner",""
"Attachments","Field","Modified By","ownerlookup","Modified_By",""
"Attachments","Field","Created By","ownerlookup","Created_By",""
"Attachments","Field","Created Time","datetime","Created_Time",""
"Attachments","Field","Modified Time","datetime","Modified_Time",""
"Attachments","Field","File Name","text","File_Name",""
"Attachments","Field","Size","bigint","Size",""
"Attachments","Field","Parent ID","lookup","Parent_Id",""
"Attachments","Field","Record Id","bigint","id","System (Read Only)"
"Attachments","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"Attachments","Layout","Standard","Layout","7019370000000091047","Hidden"
"Emails","Field","Sent By","ownerlookup","Owner","Administrator (CEO); Standard"
"Emails","Field","Subject","text","Subject","Administrator (CEO); Standard"
"Emails","Field","Record Name","multi_module_lookup","Entity_Id","Administrator (CEO); Standard"
"Emails","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Emails","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Emails","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Emails","Field","Sent To","email","Sent_To","Administrator (CEO); Standard"
"Emails","Field","Module","text","Module","Administrator (CEO); Standard"
"Emails","Field","Last Opened","datetime","Last_Opened","Administrator (CEO); Standard"
"Emails","Field","Last Clicked","datetime","Last_Clicked","Administrator (CEO); Standard"
"Emails","Field","Bounced Time","datetime","Bounced_Time","Administrator (CEO); Standard"
"Emails","Field","First Opened","datetime","First_Opened","Administrator (CEO); Standard"
"Emails","Field","First Clicked","datetime","First_Clicked","Administrator (CEO); Standard"
"Emails","Field","No. of Opens","integer","No_of_Opens","Administrator (CEO); Standard"
"Emails","Field","No. of Clicks","integer","No_of_Clicks","Administrator (CEO); Standard"
"Emails","Field","Template Name","lookup","Template_Name","Administrator (CEO); Standard"
"Emails","Field","Sent On","datetime","Sent_On","Administrator (CEO); Standard"
"Emails","Field","Status","text","Status","Administrator (CEO); Standard"
"Emails","Field","Cc","email","Cc","Administrator (CEO); Standard"
"Emails","Field","Sender","email","Sender","Administrator (CEO); Standard"
"Emails","Field","Attachment Name","text","Attachment_Name","Administrator (CEO); Standard"
"Emails","Field","Has Attachment","boolean","Has_Attachment","Administrator (CEO); Standard"
"Emails","Field","Source","picklist","Source","Administrator (CEO); Standard"
"Emails","Field","Bounce Reason","text","Bounce_Reason","Administrator (CEO); Standard"
"Emails","Field","Record Id","bigint","id","System (Read Only)"
"Emails","Field","Bcc","email","Bcc","Administrator (CEO); Standard"
"Emails","Field","Sent From","picklist","Sent_From","Administrator (CEO); Standard"
"Emails","Field","Link","textarea","Link","Administrator (CEO); Standard"
"Emails","Field","Email Intent","picklist","Email_Intent","Administrator (CEO); Standard"
"Emails","Field","Attachment count","integer","attachment_count__s","System (Read Only)"
"Emails","Field","Mail Type","integer","Mail_Type","System (Read Only)"
"Actions Performed","Field","Action Type","text","Action_Type","Administrator (CEO); Standard"
"Actions Performed","Field","Actions","website","Actions","Administrator (CEO); Standard"
"Actions Performed","Field","Time Spent","double","Time_Spent","Administrator (CEO); Standard"
"Actions Performed","Field","Action Performed Time","datetime","Action_Performed_Time","Administrator (CEO); Standard"
"Actions Performed","Field","Parent ID","lookup","Parent_Id","Administrator (CEO); Standard"
"Actions Performed","Field","Chat Attachment","lookup","Chat_Attachment","Administrator (CEO); Standard"
"Actions Performed","Field","Page Visited","textarea","Visited_Page","Administrator (CEO); Standard"
"Actions Performed","Field","Record Id","bigint","id","Administrator (CEO); Standard"
"Actions Performed","Layout","Standard","Layout","7019370000000137008","Hidden"
"Forecast Quotas","Field","Record Id","bigint","id","System (Read Only)"
"Forecast Quotas","Field","Target Amount","currency","Amount","Administrator (CEO); Standard"
"Forecast Quotas","Field","User","userlookup","User","Administrator (CEO); Standard"
"Forecast Quotas","Field","Territory","lookup","Territory","Administrator (CEO); Standard"
"Forecast Quotas","Field","Role","lookup","Role","Administrator (CEO); Standard"
"Forecast Quotas","Field","Reporting To","userlookup","Reporting_To","Administrator (CEO); Standard"
"Forecast Quotas","Field","Target Quantity","double","Quantity","Administrator (CEO); Standard"
"Forecast Quotas","Field","Forecast Name","lookup","Forecast_Name","Administrator (CEO); Standard"
"Forecast Quotas","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"Forecast Quotas","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"Forecast Quotas","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"Forecast Quotas","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"Forecast Quotas","Field","Achievement Percentage","double","Achievement","Administrator (CEO); Standard"
"Forecast Quotas","Field","Previous Amount","currency","Previous_Amount__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Previous Quantity","double","Previous_Quantity__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Last Action","picklist","Last_Action__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Last Action By","userlookup","Last_Action_By__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Last Action Time","datetime","Last_Action_Time__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Notification Count","integer","Notification_Count__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Last Notification By","userlookup","Last_Notification_By__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Last Notification Time","datetime","Last_Notification_Time__s","Administrator (CEO); Standard"
"Forecast Quotas","Field","Achievement Gap","percent","Achievement_Gap","Administrator (CEO); Standard"
"Forecast Items","Field","Record Id","bigint","id","System (Read Only)"
"Forecast Items","Field","Amount","currency","Amount","Administrator (CEO); Standard"
"Forecast Items","Field","User","userlookup","User","Administrator (CEO); Standard"
"Forecast Items","Field","Territory","lookup","Territory","Administrator (CEO); Standard"
"Forecast Items","Field","Role","lookup","Role","Administrator (CEO); Standard"
"Forecast Items","Field","Reporting To","userlookup","Reporting_To","Administrator (CEO); Standard"
"Forecast Items","Field","Quantity","double","Quantity","Administrator (CEO); Standard"
"Forecast Items","Field","Forecast Category","bigint","Forecast_Category","Administrator (CEO); Standard"
"Forecast Items","Field","Parent Item","lookup","Parent_Item","Administrator (CEO); Standard"
"Forecast Items","Field","Forecast Name","lookup","Forecast_Name","Administrator (CEO); Standard"
"Forecast Items","Field","Forecast Quota","lookup","Forecast_Quota","Administrator (CEO); Standard"
"Forecast Items","Field","Team Adjusted Amount","currency","Team_Adjusted_Amount__s","Administrator (CEO); Standard"
"Forecast Items","Field","Owner Adjusted Amount","currency","Owner_Adjusted_Amount__s","Administrator (CEO); Standard"
"Forecast Items","Field","Manager Adjusted Amount","currency","Manager_Adjusted_Amount__s","Administrator (CEO); Standard"
"Forecast Items","Field","Team Adjusted Quantity","double","Team_Adjusted_Quantity__s","Administrator (CEO); Standard"
"Forecast Items","Field","Owner Adjusted Quantity","double","Owner_Adjusted_Quantity__s","Administrator (CEO); Standard"
"Forecast Items","Field","Manager Adjusted Quantity","double","Manager_Adjusted_Quantity__s","Administrator (CEO); Standard"
"Forecast Items","Field","Owner Adjustment By","userlookup","Owner_Adjustment_By__s","Administrator (CEO); Standard"
"Forecast Items","Field","Manager Adjustment By","userlookup","Manager_Adjustment_By__s","Administrator (CEO); Standard"
"Forecast Items","Field","Owner Adjusted Time","datetime","Owner_Adjusted_Time__s","Administrator (CEO); Standard"
"Forecast Items","Field","Manager Adjusted Time","datetime","Manager_Adjusted_Time__s","Administrator (CEO); Standard"
"Forecast Items","Field","Owner Adjustment Note","textarea","Owner_Adjustment_Note__s","Administrator (CEO); Standard"
"Forecast Items","Field","Manager Adjustment Note","textarea","Manager_Adjustment_Note__s","Administrator (CEO); Standard"
"Forecast Groups","Field","Record Id","bigint","id","System (Read Only)"
"Forecast Groups","Field","Group Name","text","Forecast_Group_Name","Administrator (CEO); Standard"
"Forecast Groups","Field","Forecast Model","picklist","Forecast_Model","Administrator (CEO); Standard"
"Forecast Groups","Field","Forecast Hierarchy","picklist","Forecast_Hierarchy","Administrator (CEO); Standard"
"Forecast Groups","Field","Forecast Type","lookup","Forecast_Type","Administrator (CEO); Standard"
"Forecast Groups","Field","Is Group Archived","boolean","Is_Group_Archived","Administrator (CEO); Standard"
"LockingInformation","Field","Locked Reason","textarea","Locked_Reason__s","Administrator (CEO); Standard"
"LockingInformation","Field","Lock Source","picklist","Lock_Source__s","System (Read Only)"
"LockingInformation","Field","Locked For","multi_module_lookup","Locked_For__s","System (Read Only)"
"LockingInformation","Field","Locked Time","datetime","Locked_Time__s","System (Read Only)"
"LockingInformation","Field","Locked By","userlookup","Locked_By__s","System (Read Only)"
"LockingInformation","Field","Record Id","bigint","id","System (Read Only)"
"LockingInformation","Field","Rule Id","bigint","Record_Locking_Rule_Id__s","System (Read Only)"
"LockingInformation","Field","Locking Config Id","bigint","Record_Locking_Configuration_Id__s","System (Read Only)"
"LockingInformation","Field","Feature Type","picklist","Feature_Type__s","System (Read Only)"
"EmailTemplate","Field","Record Id","bigint","id","Administrator (CEO); Standard"
"EmailTemplate","Field","Template Name","text","name","Administrator (CEO); Standard"
"EmailDrafts","Field","Subject","text","Subject","System (Read Only)"
"EmailDrafts","Field","Created Time","datetime","Created_Time","System (Read Only)"
"EmailDrafts","Field","Send To","text","Send_To","System (Read Only)"
"EmailDrafts","Field","Sender","email","Sender","System (Read Only)"
"EmailDrafts","Field","Cc","text","Cc","System (Read Only)"
"EmailDrafts","Field","Bcc","text","Bcc","System (Read Only)"
"EmailDrafts","Field","Record Id","bigint","id","System (Read Only)"
"EmailDrafts","Field","Attachment count","integer","attachment_count","System (Read Only)"
"EmailDrafts","Layout","Standard","Layout","7019370000000574077","Hidden"
"CustomModule1","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule1","Field","BOM LAYOUT NAME","text","Name","Administrator (CEO); Standard"
"CustomModule1","Field","GPRBOM Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule1","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule1","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule1","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule1","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"CustomModule1","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"CustomModule1","Field","Layout","layout","Layout","Administrator (CEO); Standard"
"CustomModule1","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule1","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule1","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule1","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule1","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule1","Field","Calculation Items","subform","Calculation_Items","Administrator (CEO); Standard"
"CustomModule1","Field","Exclue PPN","formula","Exclue_PPN","System (Read Only)"
"CustomModule1","Field","Biaya Costing","formula","Biaya_Costing","System (Read Only)"
"CustomModule1","Field","Total Semua","formula","Total_Semua","System (Read Only)"
"CustomModule1","Field","Incl PPN","formula","Incl_PPN","System (Read Only)"
"CustomModule1","Field","Item","subform","Item","Administrator (CEO); Standard"
"CustomModule1","Field","SUM Total COGS","formula","Sum_Total_COGS","System (Read Only)"
"CustomModule1","Field","SUM Total Net Sales","formula","SUM_Total_Net_Sales","System (Read Only)"
"CustomModule1","Field","Project","text","Project","Administrator (CEO); Standard"
"CustomModule1","Field","Item Code","text","Item_Code","Administrator (CEO); Standard"
"CustomModule1","Field","Nama Barang","lookup","Nama_Barang","Administrator (CEO); Standard"
"CustomModule1","Field","Tahun Cost","integer","Tahun_Cost","Administrator (CEO); Standard"
"CustomModule1","Field","Lama Pengerjaan (menit)","integer","Lama_Pengerjaan_menit","Administrator (CEO); Standard"
"CustomModule1","Field","Bulan Cost","integer","Bulan_Cost","Administrator (CEO); Standard"
"CustomModule1","Field","BOM","text","BOM","Administrator (CEO); Standard"
"CustomModule1","Field","SUM Total Net Income","formula","SUM_Total_Net_Income","System (Read Only)"
"CustomModule1","Field","SUM Total GPR","formula","SUM_Total_GPR","System (Read Only)"
"CustomModule1","Layout","GPR BOM BEDDING","Layout","7019370000000745242","Visible to Profiles"
"CustomModule1","Layout","GPR BOM EXL TOB","Layout","7019370000000752964","Hidden"
"CustomModule1","Layout","GPR BOM MATTRAS","Layout","7019370000000641541","Visible to Profiles"
"CustomModule2","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule2","Field","Brands Name","text","Name","Administrator (CEO); Standard"
"CustomModule2","Field","Brands Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule2","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule2","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule2","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule2","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule2","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule2","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule2","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule2","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule2","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule2","Field","Brands Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule2","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule2","Layout","Standard","Layout","7019370000000649068","Visible to Profiles"
"CustomModule3","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule3","Field","Sub Product Name","text","Name","Administrator (CEO); Standard"
"CustomModule3","Field","Sub Product Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule3","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule3","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule3","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule3","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule3","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule3","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule3","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule3","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule3","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule3","Field","Sub Product Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule3","Field","Parent Product","lookup","Parent_Product","Administrator (CEO); Standard"
"CustomModule3","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule3","Layout","Standard","Layout","7019370000000650576","Visible to Profiles"
"CustomModule4","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"CustomModule4","Field","Product Lifespans Name","text","Name","Administrator (CEO); Standard"
"CustomModule4","Field","Product Lifespans Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"CustomModule4","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"CustomModule4","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"CustomModule4","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"CustomModule4","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"CustomModule4","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"CustomModule4","Field","Tag","text","Tag","Administrator (CEO); Standard"
"CustomModule4","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"CustomModule4","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"CustomModule4","Field","Record Id","bigint","id","System (Read Only)"
"CustomModule4","Field","Product Lifespans Image","profileimage","Record_Image","Administrator (CEO); Standard"
"CustomModule4","Field","Opportunity","lookup","Opportunity","Administrator (CEO); Standard"
"CustomModule4","Field","Order Complete Date","date","Order_Complete_Date","Administrator (CEO); Standard"
"CustomModule4","Field","Product Type","text","Product_Type","Administrator (CEO); Standard"
"CustomModule4","Field","Locked","boolean","Locked__s","System (Read Only)"
"CustomModule4","Layout","Standard","Layout","7019370000000652044","Visible to Profiles"
"LinkingModule6","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"LinkingModule6","Field","GPR BOM Name","autonumber","Name","Administrator (CEO); Standard"
"LinkingModule6","Field","GPR BOM","lookup","GPR_BOM","Administrator (CEO); Standard"
"LinkingModule6","Field","GPR BOM1","lookup","GPR_BOM1","Administrator (CEO); Standard"
"LinkingModule6","Field","GPR BOM Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"LinkingModule6","Field","Email","email","Email","Administrator (CEO); Standard"
"LinkingModule6","Field","Secondary Email","email","Secondary_Email","Administrator (CEO); Standard"
"LinkingModule6","Field","Email Opt Out","boolean","Email_Opt_Out","Administrator (CEO); Standard"
"LinkingModule6","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"LinkingModule6","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"LinkingModule6","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"LinkingModule6","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"LinkingModule6","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule6","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule6","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"LinkingModule6","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"LinkingModule6","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"LinkingModule6","Field","Record Id","bigint","id","System (Read Only)"
"LinkingModule6","Layout","Standard","Layout","7019370000000754661","Visible to Profiles"
"LinkingModule8","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"LinkingModule8","Field","Opportunity X GPRBOM Name","autonumber","Name","Administrator (CEO); Standard"
"LinkingModule8","Field","GPR BOM 2","lookup","GPR_BOM_2","Administrator (CEO); Standard"
"LinkingModule8","Field","GPR BOM 21","lookup","GPR_BOM_21","Administrator (CEO); Standard"
"LinkingModule8","Field","Opportunity X GPRBOM Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"LinkingModule8","Field","Email","email","Email","Administrator (CEO); Standard"
"LinkingModule8","Field","Secondary Email","email","Secondary_Email","Administrator (CEO); Standard"
"LinkingModule8","Field","Email Opt Out","boolean","Email_Opt_Out","Administrator (CEO); Standard"
"LinkingModule8","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"LinkingModule8","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"LinkingModule8","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"LinkingModule8","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
